CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL,TELEFONO_ORIG,TELEFONO_8DIG,TELEFONO_NORMALIZADO,CLAVE_NORMALIZADA
14-21-0030-46,14-035,QUICHE,PACHALUN,INSTITUTO MUNICIPAL DE EDUCACIÓN TECNOLÓGICA PACHALUM -IMET-,CASERÍO EL AGUACATE ZONA 0,51321900,ERIK ISRAEL GIRON JUAREZ,MARIA AYDEE GARCIA RIVERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),QUICHÉ,51321900,51321900,51321900,PACHALUN | INSTITUTO MUNICIPAL DE EDUCACIÓN TECNOLÓGICA PACHALUM -IMET- | CASERÍO EL AGUACATE ZONA 0
14-21-0031-46,14-035,QUICHE,PACHALUN,INSTITUTO MUNICIPAL DE EDUCACIÓN TECNOLÓGICA PACHALUM -IMET-,CASERÍO EL AGUACATE ZONA 0,41450108,ERIK ISRAEL GIRON JUAREZ,JOSUÉ ESTRADA Y ESTRADA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUICHÉ,41450108,41450108,41450108,PACHALUN | INSTITUTO MUNICIPAL DE EDUCACIÓN TECNOLÓGICA PACHALUM -IMET- | CASERÍO EL AGUACATE ZONA 0
14-21-0032-46,14-035,QUICHE,PACHALUN,COLEGIO BILINGÜE DE COMPUTACIÓN PACHALUM DE LOS SANTOS CBC-PS,"VENIDA LOS LIRIOS, ZONA 3, LUGAR DENOMINADO POTRERO VIEJO",42591034,ERIK ISRAEL GIRON JUAREZ,CRISTIAN FERNANDO VALDÉZ SOTO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUICHÉ,42591034,42591034,42591034,"PACHALUN | COLEGIO BILINGÜE DE COMPUTACIÓN PACHALUM DE LOS SANTOS CBC-PS | VENIDA LOS LIRIOS, ZONA 3, LUGAR DENOMINADO POTRERO VIEJO"
14-21-0036-46,14-035,QUICHE,PACHALUN,LICEO INTERCULTURAL PACHALUMENSE,"VALLE LINDA VISTA, SALIDA A MORITAS",57461136,ERIK ISRAEL GIRON JUAREZ,MARVIN JHONY SOTO HERRERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),QUICHÉ,57461136,57461136,57461136,"PACHALUN | LICEO INTERCULTURAL PACHALUMENSE | VALLE LINDA VISTA, SALIDA A MORITAS"
14-21-5690-46,14-035,QUICHE,PACHALUN,INSTITUTO TECNOLOGICO DE PACHALUM,CASERIO EL AGUACATE,41450108,ERIK ISRAEL GIRON JUAREZ,,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),QUICHÉ,41450108,41450108,41450108,PACHALUN | INSTITUTO TECNOLOGICO DE PACHALUM | CASERIO EL AGUACATE
14-21-6000-46,14-035,QUICHE,PACHALUN,LICEO INTERCULTURAL PACHALUMENSE,AVENIDA LAS AMELIAS ZONA 4 CASA NO. C-01,57461136,ERIK ISRAEL GIRON JUAREZ,MARVIN JHONY SOTO HERRERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,QUICHÉ,57461136,57461136,57461136,PACHALUN | LICEO INTERCULTURAL PACHALUMENSE | AVENIDA LAS AMELIAS ZONA 4 CASA NO. C-01
14-21-6029-46,14-035,QUICHE,PACHALUN,LICEO INTERCULTURAL PACHALUMENSE,CABECERA MUNICIPAL,57461136,ERIK ISRAEL GIRON JUAREZ,MARVIN JHONY SOTO HERRERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUICHÉ,57461136,57461136,57461136,PACHALUN | LICEO INTERCULTURAL PACHALUMENSE | CABECERA MUNICIPAL
11-01-0027-46,11-017,RETALHULEU,RETALHULEU,CENTRO EDUCATIVO JUAN PABLO II,"7A. CALLE 4-47, ZONA 1",77710490,MIGUEL ANGEL ARMAS ROCHA,PEDRO EDUARDO CHAVEZ ESCOBAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,77710490,77710490,77710490,"RETALHULEU | CENTRO EDUCATIVO JUAN PABLO II | 7A. CALLE 4-47, ZONA 1"
11-01-0074-46,11-004,RETALHULEU,RETALHULEU,COLEGIO PARTICULAR MIXTO D ANTONI,2A CALLE 3-02 ZONA 5 COLONIA MARIA TERESA,57457838,MIGUEL ANGEL ARMAS ROCHA,LUDIM CELESTINA MÉNDEZ PÚ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU,57457838,57457838,57457838,RETALHULEU | COLEGIO PARTICULAR MIXTO D ANTONI | 2A CALLE 3-02 ZONA 5 COLONIA MARIA TERESA
11-01-0076-46,11-014,RETALHULEU,RETALHULEU,INSTITUTO OFICIAL DIVERSIFICADO CON ORIENTACION EN COMPUTACION,1A AVE. 4-08 ZONA 2,77712637,JULIO CÉSAR HERRERA ROLDÁN,CARLOS HUMBERTO SOLOGAISTOA MONTERROSO,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),RETALHULEU,77712637,77712637,77712637,RETALHULEU | INSTITUTO OFICIAL DIVERSIFICADO CON ORIENTACION EN COMPUTACION | 1A AVE. 4-08 ZONA 2
11-01-0078-46,11-016,RETALHULEU,RETALHULEU,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA LICEO RETALTECO,3A AVE. 6-49 ZONA 1,77716637,MARIO RENE RIVERA ARGUETA,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),RETALHULEU,77716637,77716637,77716637,RETALHULEU | INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA LICEO RETALTECO | 3A AVE. 6-49 ZONA 1
11-01-0080-46,11-004,RETALHULEU,RETALHULEU,COLEGIO MIXTO RETALHULEU,6A AVE. 3-40 ZONA 1,77710086,MIGUEL ANGEL ARMAS ROCHA,JULIO CÉSAR HERRERA ROLDAN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),RETALHULEU,77710086,77710086,77710086,RETALHULEU | COLEGIO MIXTO RETALHULEU | 6A AVE. 3-40 ZONA 1
11-01-0081-46,11-014,RETALHULEU,RETALHULEU,INSTITUTO NORMAL MIXTO CARLOS DUBON,3A CALLE 6-49 ZONA 4,56334519,JULIO CÉSAR HERRERA ROLDÁN,SERGIO RAMÓN LÓPEZ SOLÍS,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU,56334519,56334519,56334519,RETALHULEU | INSTITUTO NORMAL MIXTO CARLOS DUBON | 3A CALLE 6-49 ZONA 4
11-01-0082-46,11-014,RETALHULEU,RETALHULEU,INSTITUTO NACIONAL MIXTO NOCTURNO DE EDUCACION MEDIA,3A CALLE 6-49 ZONA 4,53494788,JULIO CÉSAR HERRERA ROLDÁN,JUAN DE DIOS RODAS HERNÁNDEZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),RETALHULEU,53494788,53494788,53494788,RETALHULEU | INSTITUTO NACIONAL MIXTO NOCTURNO DE EDUCACION MEDIA | 3A CALLE 6-49 ZONA 4
11-01-0084-46,11-004,RETALHULEU,RETALHULEU,CENTRO EDUCATIVO JUAN PABLO II,"7A. CALLE 4-47, ZONA 1",77710490,MIGUEL ANGEL ARMAS ROCHA,PEDRO EDUARDO CHAVEZ ESCOBAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),RETALHULEU,77710490,77710490,77710490,"RETALHULEU | CENTRO EDUCATIVO JUAN PABLO II | 7A. CALLE 4-47, ZONA 1"
11-01-0101-46,11-014,RETALHULEU,RETALHULEU,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CENTRO URBANO PARCELAMIENTO CABALLO BLANCO,36241279,JULIO CÉSAR HERRERA ROLDÁN,EMERSON IVAN GRIJALVA CORONADO,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU,36241279,36241279,36241279,RETALHULEU | INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA | CENTRO URBANO PARCELAMIENTO CABALLO BLANCO
11-01-0110-46,11-019,RETALHULEU,RETALHULEU,INSTITUTO TECNICO DE CAPACITACION Y PRODUCTIVIDAD -INTECAP-,KM. 192 CARRETERA A CHAMPERICO,76008600,LISBETH SURAMA LOPEZ CALVILLO,ERNESTO JOAQUÍN LÓPEZ SARTI,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),RETALHULEU,76008600,76008600,76008600,RETALHULEU | INSTITUTO TECNICO DE CAPACITACION Y PRODUCTIVIDAD -INTECAP- | KM. 192 CARRETERA A CHAMPERICO
11-01-0120-46,11-017,RETALHULEU,RETALHULEU,COLEGIO CENTRO EDUCATIVO RETALTECO DE FORMACION INTEGRAL,8A. AVENIDA. 8-01 ZONA 1,59842385,MIGUEL ANGEL ARMAS ROCHA,JORGE LUIS DÍAZ DE LEÓN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,59842385,59842385,59842385,RETALHULEU | COLEGIO CENTRO EDUCATIVO RETALTECO DE FORMACION INTEGRAL | 8A. AVENIDA. 8-01 ZONA 1
11-01-0126-46,11-004,RETALHULEU,RETALHULEU,INSTITUTO IBEROAMERICANO DE ESTUDIOS AVANZADOS DE RETALHULEU,5A. AVENIDA 6-49 ZONA 1,,MIGUEL ANGEL ARMAS ROCHA,MIGUEL ANGEL PISQUIY QUIXTAN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),RETALHULEU,,,,RETALHULEU | INSTITUTO IBEROAMERICANO DE ESTUDIOS AVANZADOS DE RETALHULEU | 5A. AVENIDA 6-49 ZONA 1
11-01-0127-46,11-004,RETALHULEU,RETALHULEU,INSTITUTO IBEROAMERICANO DE ESTUDIOS AVANZADOS DE RETALHULEU,5A. AVENIDA 6-49 ZONA 1,,MIGUEL ANGEL ARMAS ROCHA,MIGUEL ANGEL PISQUIY QUIXTAN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU,,,,RETALHULEU | INSTITUTO IBEROAMERICANO DE ESTUDIOS AVANZADOS DE RETALHULEU | 5A. AVENIDA 6-49 ZONA 1
11-01-0133-46,11-017,RETALHULEU,RETALHULEU,COLEGIO MIXTO IDEAS,"9A. AVENIDA A, 2-05 RESIDENCIALES ANA LUCIA, ZONA 4",77713771,MIGUEL ANGEL ARMAS ROCHA,ABRAHAM ISAÍAS VELÁSQUEZ LÓPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,77713771,77713771,77713771,"RETALHULEU | COLEGIO MIXTO IDEAS | 9A. AVENIDA A, 2-05 RESIDENCIALES ANA LUCIA, ZONA 4"
11-01-0137-46,11-017,RETALHULEU,RETALHULEU,INSTITUTO PRIVADO MIXTO POETA EDUARDO ORELLANA MATTA,"LOTIFICACION PERU, ZONA 4",30931824,MIGUEL ANGEL ARMAS ROCHA,SILVIA RODRÍGUEZ CAYAX,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,30931824,30931824,30931824,"RETALHULEU | INSTITUTO PRIVADO MIXTO POETA EDUARDO ORELLANA MATTA | LOTIFICACION PERU, ZONA 4"
11-01-0140-46,11-017,RETALHULEU,RETALHULEU,INSTITUTO PRIVADO BASICO Y BACHILLERATO POR MADUREZ DESARROLLO INTEGRADOR,"3A. CALLE 6-49, ZONA 1",,MIGUEL ANGEL ARMAS ROCHA,LUIS ROBERTO ANGEL ALDANA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,,,,"RETALHULEU | INSTITUTO PRIVADO BASICO Y BACHILLERATO POR MADUREZ DESARROLLO INTEGRADOR | 3A. CALLE 6-49, ZONA 1"
11-01-0142-46,11-017,RETALHULEU,RETALHULEU,INSTITUTO IBEROAMERICANO DE ESTUDIOS AVANZADOS DE RETALHULEU,5A. AVENIDA 6-49 ZONA 1,,MIGUEL ANGEL ARMAS ROCHA,MIGUEL ANGEL PISQUIY QUIXTÁN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,,,,RETALHULEU | INSTITUTO IBEROAMERICANO DE ESTUDIOS AVANZADOS DE RETALHULEU | 5A. AVENIDA 6-49 ZONA 1
11-01-0153-46,11-004,RETALHULEU,RETALHULEU,COLEGIO EVANGELICO MIXTO SINAI,"5A. CALLE, INGRESO A LA COLONIA EL PEDREGAL I, ZONA 6",77715189,MIGUEL ANGEL ARMAS ROCHA,LORENA AMANDA PASTOR BARRIOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU,77715189,77715189,77715189,"RETALHULEU | COLEGIO EVANGELICO MIXTO SINAI | 5A. CALLE, INGRESO A LA COLONIA EL PEDREGAL I, ZONA 6"
11-01-0155-46,11-004,RETALHULEU,RETALHULEU,COLEGIO EVANGELICO MIXTO SINAI,"5A. CALLE, INGRESO A LA COLONIA EL PEDREGAL I, ZONA 6",77715189,MIGUEL ANGEL ARMAS ROCHA,LORENA AMANDA PASTOR BARRIOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),RETALHULEU,77715189,77715189,77715189,"RETALHULEU | COLEGIO EVANGELICO MIXTO SINAI | 5A. CALLE, INGRESO A LA COLONIA EL PEDREGAL I, ZONA 6"
11-01-0159-46,11-016,RETALHULEU,RETALHULEU,INSTITUTO IBEROAMERICANO DE ESTUDIOS AVANZADOS DE RETALHULEU,5A. AVENIDA 6-49 ZONA 1,,MARIO RENE RIVERA ARGUETA,MIGUEL ANGEL PISQUY QUIXTAN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,A DISTANCIA,RETALHULEU,,,,RETALHULEU | INSTITUTO IBEROAMERICANO DE ESTUDIOS AVANZADOS DE RETALHULEU | 5A. AVENIDA 6-49 ZONA 1
11-01-0164-46,11-004,RETALHULEU,RETALHULEU,COLEGIO LICEO DEL SUR BILINGUE LISBI,11 CALLE 5-01 ZONA 2,77717134,MIGUEL ANGEL ARMAS ROCHA,ERICA ILIANA CASTILLO RECINOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU,77717134,77717134,77717134,RETALHULEU | COLEGIO LICEO DEL SUR BILINGUE LISBI | 11 CALLE 5-01 ZONA 2
11-01-0167-46,11-017,RETALHULEU,RETALHULEU,COLEGIO PARTICULAR MIXTO PAULO COELHO,"7A. CALLE 4-84, ZONA 1",77283648,MIGUEL ANGEL ARMAS ROCHA,EVELYN MARIVEL PÉREZ ENRÍQUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,77283648,77283648,77283648,"RETALHULEU | COLEGIO PARTICULAR MIXTO PAULO COELHO | 7A. CALLE 4-84, ZONA 1"
11-01-0168-46,11-004,RETALHULEU,RETALHULEU,COLEGIO TECNOLOGICO CABALLO BLANCO,ALDEA CABALLO BLANCO,55426137,MIGUEL ANGEL ARMAS ROCHA,EDGAR STUARDO RIVERA CANO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU,55426137,55426137,55426137,RETALHULEU | COLEGIO TECNOLOGICO CABALLO BLANCO | ALDEA CABALLO BLANCO
11-01-0170-46,11-017,RETALHULEU,RETALHULEU,COLEGIO MIXTO CENTROAMERICANO,"5A. CALLE 5-05, ZONA 6",77713657,MIGUEL ANGEL ARMAS ROCHA,NORMA KARINA YEÉ OLIVA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,77713657,77713657,77713657,"RETALHULEU | COLEGIO MIXTO CENTROAMERICANO | 5A. CALLE 5-05, ZONA 6"
11-01-0171-46,11-017,RETALHULEU,RETALHULEU,COLEGIO MIXTO CENTROAMERICANO,"5A. CALLE 5-05, ZONA 6",77713657,MIGUEL ANGEL ARMAS ROCHA,NORMA KARINA YEÉ OLIVA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,77713657,77713657,77713657,"RETALHULEU | COLEGIO MIXTO CENTROAMERICANO | 5A. CALLE 5-05, ZONA 6"
11-01-0188-46,11-017,RETALHULEU,RETALHULEU,COLEGIO CRISTIANO INTEGRAL ISRAEL,"1A. CALLE 8-90, CANTON TABLEROS, ZONA 5",42265485,MIGUEL ANGEL ARMAS ROCHA,HIOVANY ALEJANDRO ALVAREZ HERRERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,42265485,42265485,42265485,"RETALHULEU | COLEGIO CRISTIANO INTEGRAL ISRAEL | 1A. CALLE 8-90, CANTON TABLEROS, ZONA 5"
11-01-0193-46,11-004,RETALHULEU,RETALHULEU,COLEGIO PARTICULAR MIXTO PAULO COELHO,5A. AVENIDA 7-55 ZONA 1,77283648,MIGUEL ANGEL ARMAS ROCHA,LINDA JASMÍN LÓPEZ AGUILAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU,77283648,77283648,77283648,RETALHULEU | COLEGIO PARTICULAR MIXTO PAULO COELHO | 5A. AVENIDA 7-55 ZONA 1
11-01-0199-46,11-017,RETALHULEU,RETALHULEU,COLEGIO MIXTO LICEO RETALTECO,3A. AVENIDA 6-49 ZONA 1,77710580,MIGUEL ANGEL ARMAS ROCHA,JORGE FELIX VÁSQUEZ ORDOÑEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,77710580,77710580,77710580,RETALHULEU | COLEGIO MIXTO LICEO RETALTECO | 3A. AVENIDA 6-49 ZONA 1
11-01-0201-46,11-017,RETALHULEU,RETALHULEU,COLEGIO MIXTO RETALHULEU,6A. AVENIDA 3-40 ZONA 1,77710086,MIGUEL ANGEL ARMAS ROCHA,SALVADOR LIMA GARCÍA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,77710086,77710086,77710086,RETALHULEU | COLEGIO MIXTO RETALHULEU | 6A. AVENIDA 3-40 ZONA 1
11-01-0206-46,11-017,RETALHULEU,RETALHULEU,COLEGIO MIXTO LUIS CARDONA Y ARAGON,"4A. AVENIDA 8-03, ZONA 1",42207257,MIGUEL ANGEL ARMAS ROCHA,ANGEL IGNACIO VASQUEZ GARCIA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,42207257,42207257,42207257,"RETALHULEU | COLEGIO MIXTO LUIS CARDONA Y ARAGON | 4A. AVENIDA 8-03, ZONA 1"
11-01-0212-46,11-004,RETALHULEU,RETALHULEU,COLEGIO TECNOLOGICO BLAISE PASCAL,2A CALLE 5-80 ZONA 1,77714747,MIGUEL ANGEL ARMAS ROCHA,YÉNIFFER ANALY MAKEPEACE RUIZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU,77714747,77714747,77714747,RETALHULEU | COLEGIO TECNOLOGICO BLAISE PASCAL | 2A CALLE 5-80 ZONA 1
11-01-0215-46,11-004,RETALHULEU,RETALHULEU,CENTRO EDUCATIVO NUESTRO MUNDO,"7A. CALLE 8-72, ZONA 1",77710773,MIGUEL ANGEL ARMAS ROCHA,LIGIA MARÍA CONCEPCIÓN ALVAREZ MOLINA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU,77710773,77710773,77710773,"RETALHULEU | CENTRO EDUCATIVO NUESTRO MUNDO | 7A. CALLE 8-72, ZONA 1"
11-01-0218-46,11-004,RETALHULEU,RETALHULEU,CENTRO EDUCATIVO RETALTECO DE FORMACIÓN INTEGRAL,8VA. AVENIDA 8-01 ZONA 1,59842385,MIGUEL ANGEL ARMAS ROCHA,JORGE LUIS DÍAZ DE LEÓN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU,59842385,59842385,59842385,RETALHULEU | CENTRO EDUCATIVO RETALTECO DE FORMACIÓN INTEGRAL | 8VA. AVENIDA 8-01 ZONA 1
11-01-0223-46,11-004,RETALHULEU,RETALHULEU,COLEGIO MIXTO IDEAS,"9A. AVENIDA A ANA LUCIA ZONA 4, RETALHULEU",77713771,MIGUEL ANGEL ARMAS ROCHA,SALVADOR LIMA GARCÍA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),RETALHULEU,77713771,77713771,77713771,"RETALHULEU | COLEGIO MIXTO IDEAS | 9A. AVENIDA A ANA LUCIA ZONA 4, RETALHULEU"
11-01-0225-46,11-004,RETALHULEU,RETALHULEU,INSTITUTO PRIVADO MIXTO EDUARDO ORELLANA MATTA,LOTIFICACION PERU ZONA 4,30931824,MIGUEL ANGEL ARMAS ROCHA,SILVIA RODRÍGUEZ CAYAX,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),RETALHULEU,30931824,30931824,30931824,RETALHULEU | INSTITUTO PRIVADO MIXTO EDUARDO ORELLANA MATTA | LOTIFICACION PERU ZONA 4
11-01-0226-46,11-004,RETALHULEU,RETALHULEU,INSTITUTO PRIVADO MIXTO EDUARDO ORELLANA MATTA,LOTIFICACION PERU ZONA 4,34791862,MIGUEL ANGEL ARMAS ROCHA,SILVIA RODRÍGUEZ CAYAX,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU,34791862,34791862,34791862,RETALHULEU | INSTITUTO PRIVADO MIXTO EDUARDO ORELLANA MATTA | LOTIFICACION PERU ZONA 4
11-01-0230-46,11-004,RETALHULEU,RETALHULEU,INSTITUTO PRIVADO MIXTO EDUARDO ORELLANA MATTA,15A. CALLE LOTIFICACION PERU ZONA 4,77716393,MIGUEL ANGEL ARMAS ROCHA,SILVIA RODRIGUEZ CAYAX,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),RETALHULEU,77716393,77716393,77716393,RETALHULEU | INSTITUTO PRIVADO MIXTO EDUARDO ORELLANA MATTA | 15A. CALLE LOTIFICACION PERU ZONA 4
11-01-0232-46,11-004,RETALHULEU,RETALHULEU,COLEGIO MIXTO LICEO RETALTECO,3A. AVENIDA 6-49 ZONA 1,77710580,MIGUEL ANGEL ARMAS ROCHA,JORGE VICTORIO VÁSQUEZ GARCÍA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU,77710580,77710580,77710580,RETALHULEU | COLEGIO MIXTO LICEO RETALTECO | 3A. AVENIDA 6-49 ZONA 1
11-01-0237-46,11-017,RETALHULEU,RETALHULEU,LICEO TECNOLÓGICO JAVIER MARTINEZ,"7A. CALLE, 2-54, ZONA 1 RETALHULEU",34077993,MIGUEL ANGEL ARMAS ROCHA,EBER NEÍM CIFUENTES GRAMAJO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,34077993,34077993,34077993,"RETALHULEU | LICEO TECNOLÓGICO JAVIER MARTINEZ | 7A. CALLE, 2-54, ZONA 1 RETALHULEU"
11-01-0240-46,11-017,RETALHULEU,RETALHULEU,COLEGIO TECNOLÓGICO CABALLO BLANCO,"AREA URBANA, ALDEA CABALLO BLANCO RETALHULEU",41349740,MIGUEL ANGEL ARMAS ROCHA,LOURDES YANIRA RAMOS MOLINA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,41349740,41349740,41349740,"RETALHULEU | COLEGIO TECNOLÓGICO CABALLO BLANCO | AREA URBANA, ALDEA CABALLO BLANCO RETALHULEU"
11-01-0242-46,11-004,RETALHULEU,RETALHULEU,INSTITUTO DE EDUCACIÓN ARTÍSTICA DEL SUR IDEAS,"9A. AVENIDA A 2-05, RESIDENCIALES ANA LUCIA, ZONA 4 RETALHULEU",77713771,MIGUEL ANGEL ARMAS ROCHA,ABRAHAM ISAÍAS VELÁSQUEZ LÓPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),RETALHULEU,77713771,77713771,77713771,"RETALHULEU | INSTITUTO DE EDUCACIÓN ARTÍSTICA DEL SUR IDEAS | 9A. AVENIDA A 2-05, RESIDENCIALES ANA LUCIA, ZONA 4 RETALHULEU"
11-01-0249-46,11-017,RETALHULEU,RETALHULEU,CENTRO EDUCATIVO RETALTECO DE FORMACIÓN Y CAPACITACIÓN DON BOSCO,4A. AVENIDA 3-03 ZONA 1,42712419,MIGUEL ANGEL ARMAS ROCHA,WAGNER EMILIO LÓPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,42712419,42712419,42712419,RETALHULEU | CENTRO EDUCATIVO RETALTECO DE FORMACIÓN Y CAPACITACIÓN DON BOSCO | 4A. AVENIDA 3-03 ZONA 1
11-01-0250-46,11-017,RETALHULEU,RETALHULEU,CENTRO EDUCATIVO DE FORMACIÓN Y CAPACITACIÓN DON BOSCO,4A. AVENIDA 3-03 ZONA 1,42172807,MIGUEL ANGEL ARMAS ROCHA,WAGNER EMILIO LÓPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,42172807,42172807,42172807,RETALHULEU | CENTRO EDUCATIVO DE FORMACIÓN Y CAPACITACIÓN DON BOSCO | 4A. AVENIDA 3-03 ZONA 1
